Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,Female,Master's,Systems Engineer,8,69440
44,Female,Bachelor's,Data Analyst,19,60900
31,Female,Master's,Systems Engineer,26,90680
40,Female,Master's,UX Designer,4,64600
26,Female,Master's,HR Specialist,15,75750
44,Male,Master's,Product Manager,14,77500
51,Female,Bachelor's,Sales Executive,30,73000
46,Female,Bachelor's,Marketing Manager,24,68800
49,Female,PhD,Software Engineer,34,120800
55,Female,PhD,Data Scientist,19,104700
46,Male,PhD,Data Scientist,3,83900
31,Female,Master's,UX Designer,4,64600
35,Male,Master's,Sales Executive,11,72100
63,Female,Bachelor's,Sales Executive,13,54300
51,Female,PhD,Sales Executive,18,99800
62,Male,Bachelor's,Software Engineer,19,62800
46,Male,PhD,HR Specialist,33,114650
35,Male,PhD,Product Manager,38,127500
56,Female,PhD,Sales Executive,3,83300
55,Male,Master's,Marketing Manager,35,102000
31,Female,PhD,Product Manager,1,81250
56,Male,PhD,Software Engineer,35,122000
32,Male,Master's,Sales Executive,36,99600
32,Female,PhD,UX Designer,38,123700
42,Male,Master's,Software Engineer,39,106800
42,Male,Master's,Product Manager,25,91250
43,Female,Bachelor's,Systems Engineer,13,55340
28,Female,Master's,Systems Engineer,4,64720
38,Female,Master's,UX Designer,6,66900
23,Male,Master's,Data Analyst,11,72100
33,Male,PhD,Data Scientist,1,81300
63,Male,Bachelor's,UX Designer,8,49200
39,Male,PhD,Systems Engineer,34,120120
32,Male,Master's,UX Designer,9,70350
37,Female,Master's,Project Manager,36,101400
39,Male,Bachelor's,Systems Engineer,39,86020
56,Female,Bachelor's,HR Specialist,37,78850
47,Male,Master's,Sales Executive,21,83100
37,Female,Master's,HR Specialist,20,81000
27,Male,PhD,Data Analyst,38,121800
64,Male,Master's,UX Designer,1,61150
63,Female,PhD,Project Manager,35,120250
33,Male,Bachelor's,Systems Engineer,28,73040
34,Female,PhD,Sales Executive,7,87700
25,Male,Master's,Project Manager,9,70350
60,Male,PhD,Project Manager,1,81150
23,Female,PhD,HR Specialist,36,117800
47,Male,Bachelor's,Data Scientist,34,84200
48,Female,PhD,Product Manager,34,122500
48,Male,Master's,Data Scientist,17,82100
36,Male,PhD,UX Designer,32,116800
29,Male,PhD,UX Designer,2,82300
28,Male,PhD,Data Scientist,36,126800
61,Male,Master's,Product Manager,25,91250
33,Male,PhD,Systems Engineer,26,110680
34,Male,Master's,Project Manager,26,89900
64,Female,PhD,Project Manager,21,104150
38,Male,Bachelor's,Data Scientist,18,63400
38,Male,Bachelor's,Data Scientist,29,77700
57,Male,Bachelor's,Software Engineer,24,68800
42,Female,Master's,Product Manager,28,95000
29,Female,Master's,HR Specialist,12,72600
26,Male,Master's,Project Manager,11,72650
47,Male,PhD,HR Specialist,27,108350
37,Male,Master's,Sales Executive,23,85300
57,Female,Master's,Systems Engineer,33,98940
49,Male,Master's,Data Scientist,16,80800
50,Female,Master's,Software Engineer,28,93600
33,Male,Bachelor's,Software Engineer,28,73600
58,Female,PhD,UX Designer,38,123700
51,Female,Bachelor's,Sales Executive,6,46600
44,Male,PhD,Systems Engineer,29,114220
37,Male,PhD,Systems Engineer,34,120120
35,Male,Bachelor's,Data Analyst,3,43300
31,Male,Master's,Data Scientist,6,67800
28,Male,Bachelor's,UX Designer,38,83700
58,Male,PhD,Product Manager,13,96250
50,Male,PhD,Product Manager,36,125000
24,Female,Master's,Marketing Manager,15,78000
36,Male,Bachelor's,Systems Engineer,6,47080
57,Male,PhD,HR Specialist,33,114650
40,Female,Bachelor's,Sales Executive,12,53200
34,Male,Master's,Software Engineer,13,75600
63,Male,Master's,Data Scientist,33,102900
42,Male,PhD,Sales Executive,28,110800
58,Male,Master's,Project Manager,36,101400
48,Female,PhD,Data Analyst,5,85500
50,Female,PhD,Software Engineer,25,110000
41,Male,Master's,Sales Executive,17,78700
46,Male,Master's,Sales Executive,37,100700
27,Female,Bachelor's,Data Analyst,19,60900
57,Male,Bachelor's,Sales Executive,35,78500
23,Female,PhD,UX Designer,34,119100
43,Female,Bachelor's,Software Engineer,6,47200
53,Female,PhD,Project Manager,19,101850
37,Male,Master's,Software Engineer,1,61200
39,Male,Master's,Data Analyst,7,67700
26,Male,Bachelor's,Project Manager,34,79100
57,Female,PhD,Product Manager,19,103750
51,Male,PhD,Data Scientist,33,122900
40,Male,Bachelor's,Systems Engineer,26,70680
44,Female,PhD,Product Manager,27,113750
55,Male,PhD,UX Designer,38,123700
34,Male,Master's,Software Engineer,26,91200
64,Male,PhD,Project Manager,35,120250
50,Female,PhD,Data Scientist,20,106000
57,Male,PhD,Data Scientist,24,111200
43,Female,Bachelor's,Data Analyst,21,63100
57,Female,Bachelor's,Data Analyst,26,68600
30,Female,Bachelor's,Data Analyst,20,62000
60,Male,PhD,HR Specialist,6,86300
40,Male,PhD,Software Engineer,3,83600
59,Male,Bachelor's,Marketing Manager,10,52000
27,Female,Bachelor's,UX Designer,12,53800
36,Female,PhD,Sales Executive,33,116300
41,Male,PhD,UX Designer,22,105300
30,Female,Master's,Systems Engineer,16,78880
53,Male,Bachelor's,Data Analyst,17,58700
25,Male,PhD,Systems Engineer,10,91800
39,Male,Bachelor's,UX Designer,12,53800
26,Male,Bachelor's,HR Specialist,19,59950
41,Male,Bachelor's,Systems Engineer,23,67140
44,Male,Master's,Software Engineer,10,72000
32,Male,PhD,Project Manager,10,91500
58,Female,PhD,Marketing Manager,10,92000
43,Male,Bachelor's,Marketing Manager,39,86800
25,Female,PhD,UX Designer,30,114500
50,Female,Master's,Sales Executive,4,64400
55,Male,Bachelor's,Data Analyst,1,41100
34,Female,Master's,UX Designer,19,81850
63,Female,Master's,Systems Engineer,5,65900
30,Female,PhD,HR Specialist,30,111500
63,Male,PhD,Project Manager,26,109900
52,Male,Master's,Marketing Manager,34,100800
28,Male,PhD,Product Manager,2,82500
25,Male,Master's,Marketing Manager,24,88800
40,Male,Master's,Project Manager,14,76100
63,Female,Bachelor's,Software Engineer,13,55600
51,Female,Master's,Systems Engineer,29,94220
52,Male,Master's,Data Scientist,1,61300
56,Female,PhD,HR Specialist,34,115700
42,Female,Bachelor's,Sales Executive,4,44400
52,Female,PhD,Product Manager,28,115000
40,Female,Bachelor's,UX Designer,19,61850
52,Male,PhD,Data Analyst,1,81100
53,Male,Master's,Data Analyst,36,99600
23,Male,Bachelor's,Data Analyst,13,54300
31,Female,Bachelor's,Product Manager,5,46250
23,Female,Bachelor's,Project Manager,33,77950
23,Male,Bachelor's,Sales Executive,14,55400
45,Male,PhD,Marketing Manager,16,99200
38,Female,PhD,UX Designer,32,116800
53,Male,Bachelor's,Data Scientist,27,75100
37,Male,Bachelor's,Sales Executive,35,78500
37,Female,Bachelor's,UX Designer,3,43450
60,Female,PhD,Data Scientist,4,85200
52,Male,Bachelor's,HR Specialist,7,47350
64,Female,Bachelor's,Project Manager,13,54950
45,Male,Bachelor's,HR Specialist,3,43150
22,Female,PhD,Project Manager,17,99550
32,Female,Master's,Systems Engineer,10,71800
42,Male,Master's,Marketing Manager,1,61200
25,Female,PhD,Software Engineer,28,113600
28,Male,Master's,Software Engineer,10,72000
47,Female,Bachelor's,Project Manager,7,48050
33,Male,Bachelor's,Software Engineer,39,86800
52,Female,PhD,Product Manager,3,83750
38,Female,PhD,UX Designer,7,88050
54,Male,Master's,Sales Executive,9,69900
32,Female,Master's,HR Specialist,35,96750
49,Male,Bachelor's,Systems Engineer,26,70680
53,Female,PhD,Marketing Manager,5,86000
22,Female,Master's,Marketing Manager,13,75600
49,Male,Master's,Systems Engineer,30,95400
63,Female,Bachelor's,Data Analyst,39,82900
28,Female,Bachelor's,Data Analyst,10,51000
23,Male,Bachelor's,Data Analyst,23,65300
63,Female,Bachelor's,Systems Engineer,11,52980
45,Male,Master's,Software Engineer,12,74400
25,Male,PhD,Data Scientist,13,96900
40,Male,PhD,Systems Engineer,16,98880
47,Female,Bachelor's,Software Engineer,9,50800
32,Female,Bachelor's,Sales Executive,10,51000
61,Male,Master's,Systems Engineer,29,94220
64,Female,Bachelor's,HR Specialist,9,49450
32,Male,PhD,Software Engineer,33,119600
24,Female,Bachelor's,Marketing Manager,24,68800
33,Male,PhD,Project Manager,35,120250
24,Male,Bachelor's,Project Manager,11,52650
63,Female,Bachelor's,Systems Engineer,39,86020
48,Male,PhD,HR Specialist,13,93650
23,Male,Master's,HR Specialist,23,84150
37,Female,Master's,Project Manager,25,88750
23,Male,Bachelor's,Software Engineer,16,59200
51,Male,Bachelor's,Sales Executive,21,63100
41,Female,PhD,Systems Engineer,10,91800
59,Male,PhD,Sales Executive,19,100900
49,Male,Bachelor's,Data Analyst,35,78500
46,Male,PhD,Data Scientist,28,116400
53,Male,Master's,Product Manager,2,62500
31,Male,Master's,Data Analyst,30,93000
63,Male,PhD,UX Designer,5,85750
61,Male,PhD,Marketing Manager,38,125600
54,Male,PhD,Product Manager,15,98750
34,Female,Master's,Marketing Manager,36,103200
62,Male,Bachelor's,Systems Engineer,3,43540
63,Male,PhD,Data Analyst,24,106400
58,Female,PhD,HR Specialist,12,92600
37,Male,PhD,Project Manager,8,89200
43,Male,Bachelor's,Project Manager,14,56100
41,Male,PhD,Sales Executive,18,99800
64,Male,PhD,Product Manager,20,105000
48,Male,Master's,UX Designer,23,86450
62,Male,PhD,Data Analyst,5,85500
37,Female,Master's,Project Manager,1,61150
55,Female,Bachelor's,Software Engineer,2,42400
53,Female,PhD,HR Specialist,16,96800
47,Female,PhD,Marketing Manager,5,86000
46,Female,Master's,Systems Engineer,22,85960
23,Male,Bachelor's,Sales Executive,1,41100
33,Male,Bachelor's,Product Manager,12,55000
61,Male,Master's,Data Scientist,19,84700
30,Male,Bachelor's,Project Manager,22,65300
33,Male,Bachelor's,Sales Executive,17,58700
47,Female,Bachelor's,Software Engineer,13,55600
30,Female,Bachelor's,Software Engineer,39,86800
31,Male,Bachelor's,UX Designer,28,72200
53,Male,Bachelor's,Product Manager,3,43750
55,Male,Bachelor's,UX Designer,5,45750
41,Female,Bachelor's,Product Manager,36,85000
60,Female,PhD,Project Manager,15,97250
23,Male,Master's,Data Analyst,17,78700
22,Female,Bachelor's,Systems Engineer,29,74220
57,Male,Master's,Marketing Manager,4,64800
45,Female,Bachelor's,Marketing Manager,32,78400
48,Female,Bachelor's,Data Analyst,38,81800
23,Male,PhD,Software Engineer,4,84800
52,Female,Master's,HR Specialist,13,73650
35,Female,Master's,Systems Engineer,20,83600
23,Male,PhD,Project Manager,18,100700
50,Female,PhD,Data Analyst,37,120700
36,Male,Master's,Systems Engineer,12,74160
33,Female,Bachelor's,Marketing Manager,25,70000
58,Male,Bachelor's,Systems Engineer,30,75400
49,Male,Master's,Product Manager,15,78750
41,Female,Bachelor's,Sales Executive,36,79600
60,Female,PhD,Product Manager,8,90000
45,Male,PhD,Data Analyst,28,110800
42,Female,PhD,Project Manager,22,105300
31,Female,Master's,Data Scientist,38,109400
35,Female,Master's,UX Designer,16,78400
58,Male,Master's,UX Designer,5,65750
39,Male,Bachelor's,Data Scientist,34,84200
45,Male,Master's,Systems Engineer,38,104840
35,Female,Master's,Data Scientist,11,74300
55,Female,PhD,UX Designer,2,82300
33,Male,Bachelor's,Software Engineer,25,70000
43,Male,Bachelor's,Marketing Manager,25,70000
27,Female,PhD,UX Designer,1,81150
57,Female,Bachelor's,UX Designer,31,75650
57,Female,Master's,Software Engineer,5,66000
43,Female,Bachelor's,UX Designer,4,44600
35,Male,PhD,Systems Engineer,5,85900
37,Female,Bachelor's,Software Engineer,5,46000
57,Female,PhD,Marketing Manager,16,99200
46,Male,Master's,Project Manager,18,80700
53,Male,Master's,Product Manager,17,81250
54,Female,PhD,Project Manager,35,120250
57,Male,Master's,Software Engineer,18,81600
41,Female,Master's,Software Engineer,4,64800
39,Female,Bachelor's,Data Analyst,31,74100
59,Male,Master's,Sales Executive,31,94100
24,Male,PhD,Sales Executive,9,89900
44,Female,Master's,Software Engineer,31,97200
53,Male,Bachelor's,Product Manager,5,46250
37,Female,PhD,Data Analyst,36,119600
26,Female,Master's,Data Scientist,16,80800
25,Female,Master's,HR Specialist,16,76800
42,Male,Master's,Product Manager,20,85000
61,Female,PhD,Software Engineer,30,116000
35,Female,Bachelor's,Software Engineer,26,71200
60,Female,PhD,Product Manager,31,118750
52,Male,PhD,Systems Engineer,15,97700
35,Female,Bachelor's,Data Analyst,38,81800
27,Female,PhD,Software Engineer,38,125600
33,Female,PhD,HR Specialist,20,101000
37,Male,Master's,Data Scientist,35,105500
38,Female,PhD,Project Manager,23,106450
44,Female,Master's,Marketing Manager,39,106800
35,Male,PhD,HR Specialist,25,106250
28,Male,Master's,Marketing Manager,22,86400
53,Female,Master's,UX Designer,8,69200
36,Female,Master's,Systems Engineer,9,70620
38,Female,Bachelor's,HR Specialist,15,55750
62,Male,PhD,Sales Executive,20,102000
55,Male,PhD,Systems Engineer,35,121300
26,Female,PhD,Sales Executive,37,120700
48,Male,Bachelor's,Data Scientist,3,43900
44,Female,Master's,Data Scientist,34,104200
61,Female,PhD,Data Scientist,34,124200
35,Male,Bachelor's,Systems Engineer,36,82480
36,Female,Bachelor's,Data Scientist,35,85500
64,Male,PhD,Product Manager,9,91250
54,Male,Master's,Marketing Manager,30,96000
52,Female,Bachelor's,Marketing Manager,26,71200
56,Male,PhD,Data Analyst,12,93200
38,Female,Master's,Sales Executive,24,86400
49,Male,Bachelor's,Marketing Manager,19,62800
40,Female,Bachelor's,Software Engineer,16,59200
44,Female,PhD,Marketing Manager,26,111200
53,Female,PhD,Software Engineer,23,107600
61,Male,Master's,Data Analyst,33,96300
34,Female,PhD,UX Designer,30,114500
41,Male,PhD,Systems Engineer,23,107140
56,Male,Master's,HR Specialist,10,70500
26,Male,PhD,UX Designer,36,121400
30,Male,Master's,Data Analyst,31,94100
50,Male,Master's,Marketing Manager,22,86400
27,Female,Master's,Marketing Manager,38,105600
46,Male,PhD,Sales Executive,2,82200
52,Female,Master's,Systems Engineer,23,87140
43,Female,PhD,Data Analyst,35,118500
23,Male,Master's,Data Scientist,37,108100
26,Female,PhD,HR Specialist,32,113600
48,Female,Master's,UX Designer,12,73800
46,Male,Bachelor's,Product Manager,35,83750
29,Female,Bachelor's,Product Manager,3,43750
22,Male,Bachelor's,Product Manager,34,82500
41,Male,Master's,Data Analyst,38,101800
44,Male,PhD,Data Scientist,24,111200
53,Female,Master's,Project Manager,38,103700
32,Female,Master's,Product Manager,17,81250
60,Female,Master's,UX Designer,1,61150
45,Female,Master's,Project Manager,8,69200
32,Male,PhD,HR Specialist,15,95750
50,Male,Master's,Sales Executive,25,87500
47,Female,Bachelor's,Data Scientist,8,50400
37,Male,Bachelor's,Sales Executive,32,75200
56,Female,Bachelor's,UX Designer,13,54950
41,Male,Master's,Systems Engineer,15,77700
24,Male,PhD,Systems Engineer,6,87080
22,Male,PhD,Product Manager,33,121250
22,Male,PhD,UX Designer,7,88050
38,Male,Master's,Sales Executive,33,96300
23,Female,PhD,Data Analyst,29,111900
50,Female,Bachelor's,Project Manager,38,83700
41,Male,PhD,Product Manager,37,126250
27,Female,Master's,Project Manager,32,96800
29,Male,Master's,Marketing Manager,3,63600
50,Male,PhD,Marketing Manager,20,104000
54,Male,Master's,Marketing Manager,14,76800
24,Male,PhD,Systems Engineer,28,113040
56,Female,PhD,Software Engineer,38,125600
26,Male,Bachelor's,UX Designer,4,44600
48,Female,Master's,Systems Engineer,15,77700
33,Male,Bachelor's,UX Designer,17,59550
41,Male,Master's,HR Specialist,37,98850
41,Female,PhD,Sales Executive,24,106400
30,Male,Master's,Marketing Manager,38,105600
60,Male,PhD,Marketing Manager,36,123200
25,Female,Master's,HR Specialist,8,68400
40,Female,Bachelor's,Data Scientist,3,43900
59,Female,Bachelor's,Software Engineer,30,76000
48,Male,PhD,Data Scientist,22,108600
64,Male,Bachelor's,Systems Engineer,33,78940
34,Female,PhD,Data Scientist,25,112500
34,Female,PhD,UX Designer,30,114500
43,Male,PhD,Data Analyst,37,120700
49,Male,Master's,UX Designer,3,63450
43,Female,PhD,Product Manager,4,85000
64,Female,Bachelor's,Systems Engineer,29,74220
40,Female,Master's,Marketing Manager,32,98400
29,Female,Bachelor's,Systems Engineer,23,67140
29,Male,PhD,Data Scientist,19,104700
63,Male,PhD,Project Manager,15,97250
47,Male,Bachelor's,Systems Engineer,16,58880
47,Male,Master's,Sales Executive,23,85300
44,Female,Bachelor's,Systems Engineer,37,83660
64,Male,PhD,UX Designer,1,81150
34,Female,Master's,Project Manager,19,81850
49,Male,PhD,Software Engineer,37,124400
30,Male,PhD,UX Designer,35,120250
41,Male,Bachelor's,Project Manager,30,74500
40,Female,PhD,Project Manager,17,99550
60,Male,Bachelor's,Systems Engineer,39,86020
33,Female,Master's,HR Specialist,26,87300
36,Female,PhD,Data Analyst,13,94300
52,Male,PhD,HR Specialist,22,103100
35,Female,Master's,Project Manager,23,86450
32,Male,Bachelor's,Systems Engineer,33,78940
47,Female,PhD,Data Analyst,27,109700
63,Male,Master's,Marketing Manager,35,102000
48,Female,PhD,Sales Executive,12,93200
32,Female,Bachelor's,Data Scientist,9,51700
59,Male,Bachelor's,Data Analyst,34,77400
55,Male,Bachelor's,Marketing Manager,14,56800
64,Male,Bachelor's,Marketing Manager,37,84400
40,Male,Master's,Sales Executive,3,63300
27,Female,PhD,Product Manager,21,106250
59,Female,Master's,Software Engineer,7,68400
63,Female,Bachelor's,Sales Executive,33,76300
49,Female,Bachelor's,Software Engineer,35,82000
22,Male,Bachelor's,Product Manager,11,53750
56,Female,Bachelor's,Product Manager,32,80000
61,Male,PhD,Sales Executive,22,104200
29,Female,Bachelor's,Software Engineer,19,62800
28,Male,PhD,HR Specialist,36,117800
32,Male,Bachelor's,Data Scientist,37,88100
60,Male,PhD,HR Specialist,11,91550
25,Male,PhD,Software Engineer,13,95600
46,Male,Bachelor's,UX Designer,28,72200
33,Female,Master's,UX Designer,15,77250
47,Male,Master's,Marketing Manager,13,75600
59,Female,Master's,UX Designer,33,97950
33,Female,Master's,UX Designer,8,69200
64,Male,Master's,Data Scientist,32,101600
58,Female,Bachelor's,Product Manager,37,86250
45,Female,Bachelor's,Marketing Manager,4,44800
37,Female,Bachelor's,Product Manager,18,62500
34,Male,Bachelor's,Software Engineer,23,67600
46,Male,Bachelor's,Sales Executive,29,71900
25,Male,Bachelor's,Marketing Manager,2,42400
32,Male,PhD,Data Analyst,13,94300
53,Female,PhD,Marketing Manager,16,99200
28,Female,Bachelor's,Project Manager,8,49200
32,Female,Bachelor's,Product Manager,19,63750
49,Female,PhD,Software Engineer,32,118400
62,Female,PhD,UX Designer,3,83450
44,Female,Bachelor's,Project Manager,32,76800
44,Male,PhD,Systems Engineer,21,104780
49,Female,Master's,Data Analyst,25,87500
64,Female,Master's,HR Specialist,17,77850
47,Female,Master's,Product Manager,25,91250
46,Male,PhD,HR Specialist,33,114650
50,Female,Bachelor's,Software Engineer,31,77200
40,Female,Bachelor's,HR Specialist,36,77800
54,Male,Bachelor's,Software Engineer,23,67600
57,Female,PhD,Software Engineer,25,110000
35,Male,PhD,Data Scientist,30,119000
35,Male,Master's,Data Scientist,13,76900
56,Female,PhD,Data Analyst,29,111900
51,Female,Master's,Software Engineer,16,79200
49,Male,Master's,Data Analyst,38,101800
38,Female,Bachelor's,Data Scientist,27,75100
24,Female,PhD,Data Analyst,26,108600
37,Male,Bachelor's,Data Analyst,11,52100
51,Male,Bachelor's,Sales Executive,37,80700
50,Female,PhD,Sales Executive,3,83300
36,Male,PhD,Software Engineer,26,111200
46,Female,Master's,Project Manager,34,99100
59,Female,Master's,HR Specialist,33,94650
63,Female,Master's,Data Analyst,15,76500
59,Female,Master's,Project Manager,2,62300
44,Male,Bachelor's,Data Scientist,28,76400
46,Female,Bachelor's,Product Manager,20,65000
63,Male,PhD,HR Specialist,38,119900
28,Female,Master's,UX Designer,16,78400
43,Female,Master's,HR Specialist,4,64200
38,Male,Master's,Data Analyst,8,68800
39,Female,Bachelor's,Software Engineer,20,64000
62,Male,PhD,Software Engineer,26,111200
31,Male,Bachelor's,Data Analyst,32,75200
31,Female,PhD,Data Analyst,13,94300
28,Female,PhD,Systems Engineer,5,85900
59,Female,Bachelor's,HR Specialist,13,53650
48,Female,Bachelor's,Sales Executive,11,52100
54,Male,PhD,Sales Executive,37,120700
22,Female,Bachelor's,UX Designer,32,76800
55,Female,Bachelor's,Project Manager,18,60700
25,Female,PhD,UX Designer,29,113350
38,Female,PhD,Product Manager,15,98750
25,Female,Master's,Product Manager,20,85000
64,Male,Bachelor's,Systems Engineer,36,82480
47,Female,PhD,Software Engineer,5,86000
25,Male,Bachelor's,HR Specialist,37,78850
22,Female,Bachelor's,Product Manager,33,81250
28,Female,PhD,Project Manager,18,100700
51,Female,Master's,HR Specialist,19,79950
30,Male,PhD,HR Specialist,32,113600
56,Female,PhD,Sales Executive,22,104200
29,Male,Bachelor's,Software Engineer,1,41200
45,Male,Master's,Product Manager,25,91250
40,Female,PhD,Sales Executive,20,102000
57,Male,Bachelor's,Marketing Manager,35,82000
64,Female,PhD,Data Scientist,6,87800
48,Female,Bachelor's,Marketing Manager,6,47200
53,Male,PhD,Marketing Manager,37,124400
35,Female,Master's,Data Scientist,3,63900
39,Female,PhD,Marketing Manager,37,124400
49,Male,Bachelor's,Product Manager,31,78750
50,Male,PhD,HR Specialist,35,116750
37,Male,Master's,Sales Executive,15,76500
56,Male,Master's,Data Analyst,17,78700
52,Male,Master's,Systems Engineer,15,77700
25,Male,Master's,Sales Executive,5,65500
58,Female,Bachelor's,Project Manager,22,65300
38,Male,PhD,Software Engineer,11,93200
60,Male,Master's,Product Manager,28,95000
47,Female,PhD,Sales Executive,14,95400
60,Female,Bachelor's,Product Manager,39,88750
62,Male,PhD,UX Designer,3,83450
25,Male,PhD,Data Scientist,11,94300
51,Female,Master's,Data Analyst,30,93000
51,Male,Master's,Project Manager,38,103700
43,Male,Bachelor's,HR Specialist,5,45250
32,Female,PhD,HR Specialist,22,103100
23,Male,Bachelor's,Sales Executive,13,54300
33,Female,Bachelor's,Marketing Manager,21,65200
51,Male,Bachelor's,Data Scientist,37,88100
57,Female,Master's,Marketing Manager,25,90000
39,Female,Master's,Marketing Manager,21,85200
47,Female,PhD,Project Manager,28,112200
28,Male,PhD,Product Manager,4,85000
22,Female,PhD,Sales Executive,29,111900
47,Male,Master's,HR Specialist,35,96750
44,Female,Master's,Software Engineer,23,87600
47,Female,Bachelor's,Marketing Manager,7,48400
27,Female,Master's,UX Designer,9,70350
27,Male,Bachelor's,Project Manager,23,66450
29,Male,Bachelor's,Systems Engineer,3,43540
45,Female,Master's,Sales Executive,9,69900
43,Male,Bachelor's,UX Designer,4,44600
40,Male,Bachelor's,Marketing Manager,25,70000
58,Male,PhD,Product Manager,6,87500
39,Female,Bachelor's,Project Manager,18,60700
52,Male,Master's,Data Analyst,7,67700
58,Female,Master's,Software Engineer,35,102000
51,Female,Bachelor's,Project Manager,31,75650
63,Female,PhD,UX Designer,38,123700
54,Male,Master's,HR Specialist,32,93600
31,Female,Master's,Software Engineer,35,102000
58,Male,PhD,Data Analyst,28,110800
33,Male,Bachelor's,Systems Engineer,5,45900
51,Female,Master's,Sales Executive,30,93000
48,Female,Bachelor's,Marketing Manager,22,66400
60,Female,Bachelor's,Data Scientist,17,62100
30,Male,Bachelor's,Product Manager,10,52500
42,Male,Bachelor's,UX Designer,7,48050
33,Female,Master's,Project Manager,4,64600
50,Female,PhD,HR Specialist,27,108350
54,Male,Master's,Product Manager,7,68750
64,Male,PhD,HR Specialist,23,104150
36,Female,Bachelor's,Project Manager,11,52650
23,Male,PhD,UX Designer,8,89200
60,Male,Bachelor's,Systems Engineer,8,49440
39,Male,Master's,Systems Engineer,37,103660
24,Male,Master's,Data Analyst,5,65500
28,Male,PhD,Marketing Manager,7,88400
64,Male,Bachelor's,Sales Executive,22,64200
39,Female,Bachelor's,Data Scientist,36,86800
59,Male,PhD,Sales Executive,2,82200
58,Female,Bachelor's,Data Analyst,24,66400
54,Female,Bachelor's,Systems Engineer,2,42360
52,Male,Bachelor's,HR Specialist,12,52600
32,Female,Master's,Data Analyst,26,88600
25,Female,Master's,Marketing Manager,38,105600
39,Female,Master's,UX Designer,6,66900
25,Male,Bachelor's,Marketing Manager,23,67600
55,Female,Master's,Software Engineer,2,62400
50,Male,Bachelor's,Marketing Manager,26,71200
45,Female,Bachelor's,UX Designer,14,56100
43,Female,PhD,Product Manager,18,102500
23,Female,Bachelor's,Project Manager,38,83700
27,Female,Master's,UX Designer,32,96800
63,Male,Master's,Marketing Manager,14,76800
46,Female,Bachelor's,Systems Engineer,30,75400
42,Female,Master's,Data Analyst,13,74300
37,Male,Bachelor's,Data Analyst,31,74100
52,Male,PhD,Data Analyst,37,120700
35,Male,Bachelor's,Systems Engineer,38,84840
60,Female,Bachelor's,HR Specialist,22,63100
49,Male,PhD,Project Manager,28,112200
53,Male,Master's,UX Designer,19,81850
49,Male,PhD,Marketing Manager,16,99200
30,Male,PhD,HR Specialist,5,85250
43,Male,Bachelor's,Marketing Manager,2,42400
53,Male,Bachelor's,Data Analyst,10,51000
26,Female,PhD,Marketing Manager,19,102800
44,Male,Master's,Systems Engineer,20,83600
26,Female,PhD,Product Manager,29,116250
63,Male,Master's,Marketing Manager,25,90000
53,Male,PhD,HR Specialist,17,97850
31,Male,PhD,UX Designer,13,94950
60,Female,Master's,Project Manager,16,78400
36,Male,PhD,Data Analyst,35,118500
28,Male,Bachelor's,Software Engineer,36,83200
50,Male,PhD,UX Designer,39,124850
24,Male,Bachelor's,Product Manager,3,43750
40,Female,Master's,Data Scientist,9,71700
31,Female,Master's,Marketing Manager,29,94800
49,Female,Bachelor's,Marketing Manager,5,46000
50,Female,PhD,Project Manager,3,83450
36,Female,Bachelor's,Project Manager,10,51500
56,Male,Bachelor's,Data Analyst,31,74100
27,Male,Master's,Software Engineer,11,73200
33,Male,Bachelor's,Software Engineer,17,60400
59,Female,PhD,Systems Engineer,8,89440
34,Male,Bachelor's,Data Analyst,2,42200
50,Female,Master's,Data Analyst,4,64400
40,Male,PhD,Product Manager,16,100000
24,Female,Master's,Sales Executive,21,83100
29,Male,Bachelor's,Product Manager,5,46250
29,Male,Bachelor's,Marketing Manager,35,82000
41,Male,Master's,Data Scientist,14,78200
25,Male,Master's,Data Analyst,15,76500
42,Female,PhD,Software Engineer,6,87200
24,Male,Master's,Project Manager,16,78400
29,Male,Master's,Data Scientist,23,89900
44,Male,Bachelor's,Software Engineer,31,77200
37,Female,Bachelor's,Software Engineer,12,54400
34,Male,Master's,Data Scientist,19,84700
24,Male,Master's,Project Manager,12,73800
30,Male,Bachelor's,Sales Executive,13,54300
35,Male,PhD,Systems Engineer,2,82360
34,Male,PhD,Data Analyst,20,102000
28,Female,PhD,Product Manager,31,118750
36,Female,PhD,Marketing Manager,9,90800
28,Female,Bachelor's,Product Manager,21,66250
59,Male,Master's,Software Engineer,8,69600
55,Female,PhD,Data Analyst,39,122900
62,Male,Bachelor's,Project Manager,37,82550
43,Male,Master's,Project Manager,29,93350
45,Male,PhD,Project Manager,19,101850
58,Male,Master's,Marketing Manager,35,102000
22,Female,PhD,Marketing Manager,38,125600
31,Female,Master's,Data Analyst,26,88600
64,Female,PhD,Sales Executive,11,92100
37,Male,PhD,Software Engineer,36,123200
29,Female,Master's,Project Manager,35,100250
46,Female,Master's,Project Manager,4,64600
33,Male,Master's,Project Manager,3,63450
46,Female,Bachelor's,Marketing Manager,12,54400
38,Male,Bachelor's,Sales Executive,32,75200
47,Female,Master's,Product Manager,26,92500
35,Female,Bachelor's,Sales Executive,13,54300
62,Female,PhD,Marketing Manager,38,125600
57,Male,Master's,Product Manager,29,96250
